id	label	lay annotated to disease	lay not annotated to disease	clinical annotated to disease	clinical not annotated to disease	p-value	p-value-correct
MONDO:0009328	hemangiomatosis, cutaneous, with associated features	32	4725	15	8787	4.041714459837997e-06	0.044915572792179656
MONDO:0010452	intellectual disability, X-linked 90	32	4725	15	8787	4.041714459837997e-06	0.044915572792179656
MONDO:0000193	cortisone reductase deficiency	32	4725	15	8787	4.041714459837997e-06	0.044915572792179656
MONDO:0012345	acral peeling skin syndrome	32	4725	15	8787	4.041714459837997e-06	0.044915572792179656
MONDO:0014588	congenital myasthenic syndrome 11	32	4725	15	8787	4.041714459837997e-06	0.044915572792179656
MONDO:0014886	severe growth deficiency-strabismus-extensive dermal melanocytosis-intellectual disability syndrome	32	4725	15	8787	4.041714459837997e-06	0.044915572792179656
MONDO:0007739	Huntington disease	38	4719	21	8781	4.096385269737216e-06	0.04552312950258968
MONDO:0008551	thoracolaryngopelvic dysplasia	38	4719	21	8781	4.096385269737216e-06	0.04552312950258968
MONDO:0008660	autosomal dominant hypophosphatemic rickets	38	4719	21	8781	4.096385269737216e-06	0.04552312950258968
MONDO:0002629	bone osteosarcoma	38	4719	21	8781	4.096385269737216e-06	0.04552312950258968
MONDO:0021054	bone sarcoma	38	4719	21	8781	4.096385269737216e-06	0.04552312950258968
MONDO:0009807	osteosarcoma (disease)	38	4719	21	8781	4.096385269737216e-06	0.04552312950258968
MONDO:0010732	spastic paraparesis-deafness syndrome	38	4719	21	8781	4.096385269737216e-06	0.04552312950258968
MONDO:0014619	trichothiodystrophy 3, photosensitive	38	4719	21	8781	4.096385269737216e-06	0.04552312950258968
MONDO:0009685	Miyoshi myopathy	33	4724	16	8786	4.14020090180234e-06	0.0460100526217294
MONDO:0010138	thyrotoxicosis	33	4724	16	8786	4.14020090180234e-06	0.0460100526217294
MONDO:0001104	toxic diffuse goiter	33	4724	16	8786	4.14020090180234e-06	0.0460100526217294
MONDO:0005364	Graves disease	33	4724	16	8786	4.14020090180234e-06	0.0460100526217294
MONDO:0014392	epileptic encephalopathy, early infantile, 25	33	4724	16	8786	4.14020090180234e-06	0.0460100526217294
MONDO:0005623	autoimmune thyroid disease	37	4720	20	8782	4.1639646120245905e-06	0.046274138733429275
MONDO:0004126	thyroiditis (disease)	37	4720	20	8782	4.1639646120245905e-06	0.046274138733429275
MONDO:0008503	Worster-Drought syndrome	37	4720	20	8782	4.1639646120245905e-06	0.046274138733429275
MONDO:0011235	pelvic dysplasia-arthrogryposis of lower limbs syndrome	37	4720	20	8782	4.1639646120245905e-06	0.046274138733429275
MONDO:0012392	2-methylbutyryl-CoA dehydrogenase deficiency	37	4720	20	8782	4.1639646120245905e-06	0.046274138733429275
MONDO:0013201	Waardenburg syndrome type 4B	37	4720	20	8782	4.1639646120245905e-06	0.046274138733429275
MONDO:0014979	myoclonus, intractable, neonatal; NEIMY	37	4720	20	8782	4.1639646120245905e-06	0.046274138733429275
MONDO:0003832	complement deficiency	105	4652	104	8698	4.194191745692104e-06	0.04661005286987636
MONDO:0008672	Watson syndrome	34	4723	17	8785	4.1980797184631254e-06	0.04665325991128071
MONDO:0011020	osteoporosis-oculocutaneous hypopigmentation syndrome	34	4723	17	8785	4.1980797184631254e-06	0.04665325991128071
MONDO:0013507	granulomatous disease, chronic, autosomal recessive, cytochrome b-positive, type 3	34	4723	17	8785	4.1980797184631254e-06	0.04665325991128071
MONDO:0019948	reducing body myopathy	36	4721	19	8783	4.206082682063214e-06	0.0467421968457685
MONDO:0012528	hypogonadotropic hypogonadism 4 with or without anosmia	35	4722	18	8784	4.218774684368149e-06	0.046883243067383236
MONDO:0013557	Hermansky-Pudlak syndrome 5	35	4722	18	8784	4.218774684368149e-06	0.046883243067383236
MONDO:0010160	tyrosinemia type II	49	4708	33	8769	4.2554417999354315e-06	0.04729072472268245
MONDO:0011475	Charcot-Marie-tooth disease type 4B2	49	4708	33	8769	4.2554417999354315e-06	0.04729072472268245
MONDO:0009774	cloacal exstrophy (disease)	87	4670	80	8722	4.345726280801748e-06	0.04829405615854983
MONDO:0017380	juvenile polyposis syndrome	65	4692	52	8750	4.394938638271291e-06	0.048840953087108854
MONDO:0020125	acquired neuromuscular junction disease	90	4667	84	8718	4.403564626124499e-06	0.04893681369012156
MONDO:0018743	immune-mediated acquired neuromuscular junction disease	90	4667	84	8718	4.403564626124499e-06	0.04893681369012156
MONDO:0009688	myasthenia gravis	90	4667	84	8718	4.403564626124499e-06	0.04893681369012156
MONDO:0008727	congenital adrenal hyperplasia due to 3-beta-hydroxysteroid dehydrogenase deficiency	90	4667	84	8718	4.403564626124499e-06	0.04893681369012156
MONDO:0011166	lymphedema-atrial septal defects-facial changes syndrome	55	4702	40	8762	4.42489682094933e-06	0.0491738783712099
MONDO:0018891	familial tumoral calcinosis	48	4709	32	8770	4.531835992956916e-06	0.0503622933897302
MONDO:0008354	purpura simplex	24	4733	8	8794	4.698128601517016e-06	0.0522103031486586
MONDO:0011551	autosomal recessive dopa-responsive dystonia	64	4693	51	8751	4.802211451323333e-06	0.0533669758585562
MONDO:0009719	familial atrial myxoma	47	4710	31	8771	4.816906458473786e-06	0.053530281473019185
MONDO:0009915	46,XX disorder of sex development-skeletal anomalies syndrome	47	4710	31	8771	4.816906458473786e-06	0.053530281473019185
MONDO:0013762	lipoic acid synthetase deficiency	47	4710	31	8771	4.816906458473786e-06	0.053530281473019185
MONDO:0009611	3-methylglutaconic aciduria type 4	72	4685	61	8741	4.878763037528562e-06	0.054217693636054914
MONDO:0009451	Nezelof syndrome	46	4711	30	8772	5.109274116901549e-06	0.05677936326112691
MONDO:0012247	spinocerebellar ataxia type 27	46	4711	30	8772	5.109274116901549e-06	0.05677936326112691
MONDO:0009484	primary ciliary dyskinesia 1	53	4704	38	8764	5.147342403760983e-06	0.05720241613299581
MONDO:0012191	hepatoencephalopathy due to combined oxidative phosphorylation defect type 1	53	4704	38	8764	5.147342403760983e-06	0.05720241613299581
MONDO:0014306	vasculitis due to ADA2 deficiency	63	4694	50	8752	5.2451159385645195e-06	0.0582889734252675
MONDO:0017689	disorder of fructose metabolism	67	4690	55	8747	5.379271341922952e-06	0.05977984242278977
MONDO:0012505	pigmented nodular adrenocortical disease, primary, 2	45	4712	29	8773	5.4071957632336494e-06	0.06009016651681555
MONDO:0012509	pigmented nodular adrenocortical disease, primary, 1	45	4712	29	8773	5.4071957632336494e-06	0.06009016651681555
MONDO:0008024	neuronopathy, distal hereditary motor, type 7A	25	4732	9	8793	5.418257592866926e-06	0.06021309662953015
MONDO:0008172	PHOAD	25	4732	9	8793	5.418257592866926e-06	0.06021309662953015
MONDO:0009930	pulmonary arteriovenous malformation (disease)	25	4732	9	8793	5.418257592866926e-06	0.06021309662953015
MONDO:0013947	young adult-onset distal hereditary motor neuropathy	25	4732	9	8793	5.418257592866926e-06	0.06021309662953015
MONDO:0011806	osteofibrous dysplasia	20	4737	5	8797	5.4765445310699605e-06	0.06086083937378047
MONDO:0008966	Aagenaes syndrome	52	4705	37	8765	5.5424905808351465e-06	0.061593697824820985
MONDO:0010550	Charcot-Marie-tooth disease X-linked recessive 2	44	4713	28	8774	5.708515792558748e-06	0.06343873600270537
MONDO:0011638	neuroferritinopathy	62	4695	49	8753	5.726440703387011e-06	0.06363793553673985
MONDO:0013875	3-methylglutaconic aciduria with deafness, encephalopathy, and Leigh-like syndrome	57	4700	43	8759	5.817597821516817e-06	0.06465096459051639
MONDO:0009575	thiamine-responsive megaloblastic anemia syndrome	70	4687	59	8743	5.887523881179477e-06	0.06542805289154752
MONDO:0010549	Charcot-Marie-tooth disease X-linked dominant 1	70	4687	59	8743	5.887523881179477e-06	0.06542805289154752
MONDO:0011781	spinocerebellar ataxia type 17	66	4691	54	8748	5.8935564859230205e-06	0.06549509322806253
MONDO:0010204	lysosomal acid lipase deficiency	87	4670	81	8721	5.936649747329887e-06	0.06597398864207704
MONDO:0008699	achalasia microcephaly syndrome	43	4714	27	8775	6.0106159946827635e-06	0.06679597554890955
MONDO:0010877	Charcot-Marie-tooth disease type 5	43	4714	27	8775	6.0106159946827635e-06	0.06679597554890955
MONDO:0011834	spinocerebellar ataxia type 18	43	4714	27	8775	6.0106159946827635e-06	0.06679597554890955
MONDO:0009792	ichthyosis-oral and digital anomalies syndrome	26	4731	10	8792	6.066637877304284e-06	0.0674185467304825
MONDO:0009870	pili torti (disease)	26	4731	10	8792	6.066637877304284e-06	0.0674185467304825
MONDO:0010994	micromelic dwarfism, Fryns type	26	4731	10	8792	6.066637877304284e-06	0.0674185467304825
MONDO:0014409	intellectual disability, autosomal recessive 44	26	4731	10	8792	6.066637877304284e-06	0.0674185467304825
MONDO:0008561	thumb deformity (disease)	17	4740	3	8799	6.2184563989690415e-06	0.06910570596174295
MONDO:0010144	tibial hemimelia	17	4740	3	8799	6.2184563989690415e-06	0.06910570596174295
MONDO:0016240	hemimelia	17	4740	3	8799	6.2184563989690415e-06	0.06910570596174295
MONDO:0008120	spinocerebellar ataxia type 7	61	4696	48	8754	6.2491377805141704e-06	0.06944666815485398
MONDO:0016163	autosomal dominant cerebellar ataxia type II	61	4696	48	8754	6.2491377805141704e-06	0.06944666815485398
MONDO:0000170	microphthalmia, isolated, with coloboma	42	4715	26	8776	6.310364677833061e-06	0.07012708266475881
MONDO:0010303	colobomatous microphthalmia	42	4715	26	8776	6.310364677833061e-06	0.07012708266475881
MONDO:0014149	fetal akinesia-cerebral and retinal hemorrhage syndrome	42	4715	26	8776	6.310364677833061e-06	0.07012708266475881
MONDO:0007528	Ehlers-Danlos syndrome, autosomal dominant, type unspecified	50	4707	35	8767	6.402368987818635e-06	0.07114952656162848
MONDO:0011426	aceruloplasminemia	50	4707	35	8767	6.402368987818635e-06	0.07114952656162848
MONDO:0009465	multiple intestinal atresia	69	4688	58	8744	6.465778849906557e-06	0.07185420035901156
MONDO:0008980	ataxia-hypogonadism-choroidal dystrophy syndrome	41	4716	25	8777	6.604066942305784e-06	0.07339099592984417
MONDO:0013942	peroxisome biogenesis disorder 8A (Zellweger)	41	4716	25	8777	6.604066942305784e-06	0.07339099592984417
MONDO:0013353	intellectual disability, anterior maxillary protrusion, and strabismus	27	4730	11	8791	6.629372044526763e-06	0.07367221153082593
MONDO:0014235	chromosome 22q13 duplication syndrome	27	4730	11	8791	6.629372044526763e-06	0.07367221153082593
MONDO:0011445	hereditary spastic paraplegia 11	76	4681	67	8735	6.668892357249118e-06	0.07411140076610945
MONDO:0019217	inborn disorder of urea cycle metabolism and ammonia detoxification	121	4636	128	8674	6.712818218593393e-06	0.07459954886322838
MONDO:0018982	Niemann-Pick disease type C	60	4697	47	8755	6.816321965416899e-06	0.07574978600167799
MONDO:0008333	pseudoxanthoma elasticum, forme fruste	55	4702	41	8761	6.842809771559043e-06	0.07604414499133565
MONDO:0010043	hereditary spastic paraplegia 17	49	4708	34	8768	6.867134410238201e-06	0.07631446470097712
MONDO:0014867	spinocerebellar ataxia 43; SCA43	49	4708	34	8768	6.867134410238201e-06	0.07631446470097712
MONDO:0007364	arthrogryposis, distal, type 2E	40	4717	24	8778	6.887418638055076e-06	0.07653988332470606
MONDO:0009446	ichthyosis-intellectual disability-dwarfism-renal impairment syndrome	40	4717	24	8778	6.887418638055076e-06	0.07653988332470606
MONDO:0010281	Danon disease	40	4717	24	8778	6.887418638055076e-06	0.07653988332470606
MONDO:0014976	lethal left ventricular non-compaction-seizures-hypotonia-cataract-developmental delay syndrome	40	4717	24	8778	6.887418638055076e-06	0.07653988332470606
MONDO:0007360	branchiootic syndrome 2	21	4736	6	8796	7.087967107709601e-06	0.0787685784679768
MONDO:0007398	craniorhiny	21	4736	6	8796	7.087967107709601e-06	0.0787685784679768
MONDO:0013017	hypotrichosis 5	21	4736	6	8796	7.087967107709601e-06	0.0787685784679768
MONDO:0013346	brain calcification, Rajab type	21	4736	6	8796	7.087967107709601e-06	0.0787685784679768
MONDO:0009871	pili torti-developmental delay-neurological abnormalities syndrome	28	4729	12	8790	7.098888130157496e-06	0.07888994379044026
MONDO:0014586	congenital myasthenic syndrome 4B	28	4729	12	8790	7.098888130157496e-06	0.07888994379044026
MONDO:0015427	paroxysmal dyskinesia	68	4689	57	8745	7.099399208996514e-06	0.07889562340957826
MONDO:0008743	Stimmler syndrome	39	4718	23	8779	7.155467453812271e-06	0.07951870981421576
MONDO:0009867	lethal congenital glycogen storage disease of heart	39	4718	23	8779	7.155467453812271e-06	0.07951870981421576
MONDO:0013642	holoprosencephaly 11	39	4718	23	8779	7.155467453812271e-06	0.07951870981421576
MONDO:0014726	Charcot-Marie-tooth disease axonal type 2X	39	4718	23	8779	7.155467453812271e-06	0.07951870981421576
MONDO:0017059	neural tube closure defect	85	4672	79	8723	7.244455570449376e-06	0.08050763475440391
MONDO:0017351	inborn disorder of lysine and hydroxylysine metabolism	48	4709	33	8769	7.354656496510862e-06	0.08173229764572522
MONDO:0008780	amyotrophic lateral sclerosis type 2	48	4709	33	8769	7.354656496510862e-06	0.08173229764572522
MONDO:0008838	ataxia-deafness-intellectual disability syndrome	48	4709	33	8769	7.354656496510862e-06	0.08173229764572522
MONDO:0006615	sweat gland disease	38	4719	22	8780	7.402585714180006e-06	0.0822649350416824
MONDO:0007929	Epstein syndrome	38	4719	22	8780	7.402585714180006e-06	0.0822649350416824
MONDO:0012383	primary immunodeficiency with natural-killer cell deficiency and adrenal insufficiency	38	4719	22	8780	7.402585714180006e-06	0.0822649350416824
MONDO:0014562	neonatal encephalomyopathy-cardiomyopathy-respiratory distress syndrome	38	4719	22	8780	7.402585714180006e-06	0.0822649350416824
MONDO:0007909	familial multiple lipomatosis	59	4698	46	8756	7.431267598443096e-06	0.08258367682149813
MONDO:0000964	skin lipoma	59	4698	46	8756	7.431267598443096e-06	0.08258367682149813
MONDO:0013801	epileptic encephalopathy, early infantile, 13	29	4728	13	8789	7.472760599489203e-06	0.08304478854212351
MONDO:0011559	benign recurrent intrahepatic cholestasis type 2	37	4720	21	8781	7.6224608659740406e-06	0.08470840760356951
MONDO:0060629	neurodevelopmental disorder with or without hyperkinetic movements and seizures, autosomal recessive	37	4720	21	8781	7.6224608659740406e-06	0.08470840760356951
MONDO:0017161	frontotemporal dementia with motor neuron disease	63	4694	51	8751	7.736536405004812e-06	0.08597612906881848
MONDO:0000712	FTDALS	63	4694	51	8751	7.736536405004812e-06	0.08597612906881848
MONDO:0017658	hyperekplexia	63	4694	51	8751	7.736536405004812e-06	0.08597612906881848
MONDO:0021022	hereditary hyperekplexia	63	4694	51	8751	7.736536405004812e-06	0.08597612906881848
MONDO:0019253	metabolic disease involving other neurotransmitter deficiency	63	4694	51	8751	7.736536405004812e-06	0.08597612906881848
MONDO:0019501	Usher syndrome	63	4694	51	8751	7.736536405004812e-06	0.08597612906881848
MONDO:0007210	Brachmann-de Lange-like facial changes with microcephaly, metatarsus adductus, and developmental delay	30	4727	14	8788	7.752540997301266e-06	0.08615398810300898
MONDO:0007349	familial cold autoinflammatory syndrome 1	30	4727	14	8788	7.752540997301266e-06	0.08615398810300898
MONDO:0007794	hypogonadotropic hypogonadism 7 with or without anosmia	30	4727	14	8788	7.752540997301266e-06	0.08615398810300898
MONDO:0009093	Dermatoleukodystrophy	30	4727	14	8788	7.752540997301266e-06	0.08615398810300898
MONDO:0014926	Bardet-Biedl syndrome 20; BBS20	30	4727	14	8788	7.752540997301266e-06	0.08615398810300898
MONDO:0014985	Fanconi anemia complementation group v	30	4727	14	8788	7.752540997301266e-06	0.08615398810300898
MONDO:0019337	autoimmune bullous skin disease	36	4721	20	8782	7.808111313143141e-06	0.08677154102295973
MONDO:0044999	scalp disease	36	4721	20	8782	7.808111313143141e-06	0.08677154102295973
MONDO:0005083	psoriasis	36	4721	20	8782	7.808111313143141e-06	0.08677154102295973
MONDO:0010119	Glanzmann's thrombasthenia	36	4721	20	8782	7.808111313143141e-06	0.08677154102295973
MONDO:0011091	Charcot-Marie-tooth disease type 2D	36	4721	20	8782	7.808111313143141e-06	0.08677154102295973
MONDO:0014131	hypohidrosis-enamel hypoplasia-palmoplantar keratoderma-intellectual disability syndrome	36	4721	20	8782	7.808111313143141e-06	0.08677154102295973
MONDO:0007247	basal ganglia calcification, idiopathic, childhood-onset	47	4710	32	8770	7.864135143091252e-06	0.08739413384517308
MONDO:0014072	D,L-2-hydroxyglutaric aciduria	47	4710	32	8770	7.864135143091252e-06	0.08739413384517308
MONDO:0008059	Naegeli-Franceschetti-Jadassohn syndrome	31	4726	15	8787	7.942696059303613e-06	0.08826718130704105
MONDO:0010517	ciliary dyskinesia, primary, 36, X-linked; CILD36	31	4726	15	8787	7.942696059303613e-06	0.08826718130704105
MONDO:0010988	aplasia cutis-myopia syndrome	31	4726	15	8787	7.942696059303613e-06	0.08826718130704105
MONDO:0013740	lethal occipital encephalocele-skeletal dysplasia syndrome	31	4726	15	8787	7.942696059303613e-06	0.08826718130704105
MONDO:0013928	dystonia 23	31	4726	15	8787	7.942696059303613e-06	0.08826718130704105
MONDO:0014324	pachyonychia congenita 3	31	4726	15	8787	7.942696059303613e-06	0.08826718130704105
MONDO:0014912	infantile-onset periodic fever-panniculitis-dermatosis syndrome	31	4726	15	8787	7.942696059303613e-06	0.08826718130704105
MONDO:0060568	Pilarowski-Bjornsson syndrome	31	4726	15	8787	7.942696059303613e-06	0.08826718130704105
MONDO:0010415	myopathy, reducing body, X-linked, childhood-onset	35	4722	19	8783	7.95193726107231e-06	0.08836987878229659
MONDO:0012203	familial hyperthyroidism due to mutations in TSH receptor	35	4722	19	8783	7.95193726107231e-06	0.08836987878229659
MONDO:0013772	congenital cataract-hearing loss-severe developmental delay syndrome	35	4722	19	8783	7.95193726107231e-06	0.08836987878229659
MONDO:0013393	distal 7q11.23 microdeletion syndrome	35	4722	19	8783	7.95193726107231e-06	0.08836987878229659
MONDO:0017919	bladder exstrophy-epispadias-cloacal exstrophy complex	93	4664	90	8712	7.974254367506373e-06	0.08861788878609832
MONDO:0012415	progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 4	53	4704	39	8763	8.022247301038999e-06	0.08915123425644639
