id	label	gc annotated to disease	gc not annotated to disease	non-gc annotated to disease	non-gc not annotated to disease	p-value	p-value-correct
MONDO:0013155	muscular dystrophy-dystroglycanopathy (congenital with mental retardation), type B3	11	204	48	13296	1.7724558491958707e-09	1.969730185211371e-05
MONDO:0018277	congenital muscular dystrophy with cerebellar involvement	11	204	48	13296	1.7724558491958707e-09	1.969730185211371e-05
MONDO:0014472	periodic fever-infantile enterocolitis-autoinflammatory syndrome	11	204	48	13296	1.7724558491958707e-09	1.969730185211371e-05
MONDO:0014576	lipoyl transferase 1 deficiency	11	204	48	13296	1.7724558491958707e-09	1.969730185211371e-05
MONDO:0011795	anonychia-microcephaly syndrome	11	204	48	13296	1.7724558491958707e-09	1.969730185211371e-05
MONDO:0011501	wormian bone-multiple fractures-dentinogenesis imperfecta-skeletal dysplasia	13	202	78	13266	1.7988784858882068e-09	1.9990936613675642e-05
MONDO:0011785	hereditary spastic paraplegia 19	13	202	78	13266	1.7988784858882068e-09	1.9990936613675642e-05
MONDO:0007791	familial hypocalciuric hypercalcemia 1	9	206	25	13319	1.993715814550418e-09	2.2156163847098794e-05
MONDO:0008172	PHOAD	9	206	25	13319	1.993715814550418e-09	2.2156163847098794e-05
MONDO:0010005	Saccharopinuria	9	206	25	13319	1.993715814550418e-09	2.2156163847098794e-05
MONDO:0010409	syndromic X-linked intellectual disability Shrimpton type	9	206	25	13319	1.993715814550418e-09	2.2156163847098794e-05
MONDO:0011303	focal segmental glomerulosclerosis 1	9	206	25	13319	1.993715814550418e-09	2.2156163847098794e-05
MONDO:0012720	Krabbe disease, atypical, due to saposin a deficiency	9	206	25	13319	1.993715814550418e-09	2.2156163847098794e-05
MONDO:0013376	microphthalmia, isolated, with coloboma 6	9	206	25	13319	1.993715814550418e-09	2.2156163847098794e-05
MONDO:0013377	isolated microphthalmia 7	9	206	25	13319	1.993715814550418e-09	2.2156163847098794e-05
MONDO:0013496	IGAN2	9	206	25	13319	1.993715814550418e-09	2.2156163847098794e-05
MONDO:0014329	atrial standstill 2	9	206	25	13319	1.993715814550418e-09	2.2156163847098794e-05
MONDO:0014595	epileptic encephalopathy, early infantile, 30	9	206	25	13319	1.993715814550418e-09	2.2156163847098794e-05
MONDO:0033361	epileptic encephalopathy, early infantile, 52	9	206	25	13319	1.993715814550418e-09	2.2156163847098794e-05
MONDO:0040503	blepharocheilodontic syndrome 2	9	206	25	13319	1.993715814550418e-09	2.2156163847098794e-05
MONDO:0008437	hereditary spastic paraplegia 3A	14	201	96	13248	1.998291909132877e-09	2.2207017986193663e-05
MONDO:0009727	atelosteogenesis type II	14	201	96	13248	1.998291909132877e-09	2.2207017986193663e-05
MONDO:0009731	nephrosis-deafness-urinary tract-digital malformations syndrome	14	201	96	13248	1.998291909132877e-09	2.2207017986193663e-05
MONDO:0007507	absence of fingerprints-congenital milia syndrome	12	203	63	13281	2.0185683821718006e-09	2.2432350431075218e-05
MONDO:0011243	grange syndrome	12	203	63	13281	2.0185683821718006e-09	2.2432350431075218e-05
MONDO:0014864	hypermanganesemia with dystonia 2; HMNDYT2	12	203	63	13281	2.0185683821718006e-09	2.2432350431075218e-05
MONDO:0015485	primary hereditary glaucoma	10	205	36	13308	2.0193285881817896e-09	2.244079860046423e-05
MONDO:0007734	holoprosencephaly 4	10	205	36	13308	2.0193285881817896e-09	2.244079860046423e-05
MONDO:0008059	Naegeli-Franceschetti-Jadassohn syndrome	10	205	36	13308	2.0193285881817896e-09	2.244079860046423e-05
MONDO:0008698	achalasia (disease)	10	205	36	13308	2.0193285881817896e-09	2.244079860046423e-05
MONDO:0019635	idiopathic achalasia	10	205	36	13308	2.0193285881817896e-09	2.244079860046423e-05
MONDO:0000105	anemia, nonspherocytic hemolytic	10	205	36	13308	2.0193285881817896e-09	2.244079860046423e-05
MONDO:0009096	hereditary diffuse leukoencephalopathy with axonal spheroids and pigmented glia	10	205	36	13308	2.0193285881817896e-09	2.244079860046423e-05
MONDO:0010023	combined immunodeficiency due to ZAP70 deficiency	10	205	36	13308	2.0193285881817896e-09	2.244079860046423e-05
MONDO:0011971	hyper-IgM syndrome type 5	10	205	36	13308	2.0193285881817896e-09	2.244079860046423e-05
MONDO:0060568	Pilarowski-Bjornsson syndrome	10	205	36	13308	2.0193285881817896e-09	2.244079860046423e-05
MONDO:0009089	deafness-oligodontia syndrome	8	207	16	13328	2.0749102038848416e-09	2.3058477095772247e-05
MONDO:0009383	transient familial neonatal hyperbilirubinemia	8	207	16	13328	2.0749102038848416e-09	2.3058477095772247e-05
MONDO:0009951	radiculoneuropathy, fatal neonatal	8	207	16	13328	2.0749102038848416e-09	2.3058477095772247e-05
MONDO:0010126	thymic aplasia with fetal death	8	207	16	13328	2.0749102038848416e-09	2.3058477095772247e-05
MONDO:0010416	deafness, cataract, retinitis pigmentosa, and sperm abnormalities	8	207	16	13328	2.0749102038848416e-09	2.3058477095772247e-05
MONDO:0013509	intellectual disability, autosomal dominant 6	8	207	16	13328	2.0749102038848416e-09	2.3058477095772247e-05
MONDO:0013869	adenine phosphoribosyltransferase deficiency	8	207	16	13328	2.0749102038848416e-09	2.3058477095772247e-05
MONDO:0014437	Bardet-Biedl syndrome 9	8	207	16	13328	2.0749102038848416e-09	2.3058477095772247e-05
MONDO:0007298	spinocerebellar ataxia type 29	11	204	49	13295	2.140447312868428e-09	2.3786790987906842e-05
MONDO:0018078	soft tissue sarcoma	11	204	49	13295	2.140447312868428e-09	2.3786790987906842e-05
MONDO:0024637	malignant soft tissue neoplasm	11	204	49	13295	2.140447312868428e-09	2.3786790987906842e-05
MONDO:0009387	familial lipoprotein lipase deficiency	11	204	49	13295	2.140447312868428e-09	2.3786790987906842e-05
MONDO:0009475	isovaleric acidemia	11	204	49	13295	2.140447312868428e-09	2.3786790987906842e-05
MONDO:0010830	neuronal ceroid lipofuscinosis 8	11	204	49	13295	2.140447312868428e-09	2.3786790987906842e-05
MONDO:0012145	macular degeneration, age-related, 3	11	204	49	13295	2.140447312868428e-09	2.3786790987906842e-05
MONDO:0001014	chronic leukemia	7	208	9	13335	2.3168895784505985e-09	2.57475938853215e-05
MONDO:0009850	periodontitis, chronic, adult	7	208	9	13335	2.3168895784505985e-09	2.57475938853215e-05
MONDO:0011552	SCZD10	7	208	9	13335	2.3168895784505985e-09	2.57475938853215e-05
MONDO:0014582	congenital myasthenic syndrome 2C	7	208	9	13335	2.3168895784505985e-09	2.57475938853215e-05
MONDO:0019677	brachydactyly type E	12	203	64	13280	2.3639362045983624e-09	2.6270423041701602e-05
MONDO:0007627	focal facial dermal dysplasia type I	12	203	64	13280	2.3639362045983624e-09	2.6270423041701602e-05
MONDO:0008603	trigonocephaly 1	12	203	64	13280	2.3639362045983624e-09	2.6270423041701602e-05
MONDO:0009943	Pyle disease	12	203	64	13280	2.3639362045983624e-09	2.6270423041701602e-05
MONDO:0008673	acrofacial dysostosis, Weyers type	13	202	80	13264	2.3683861659183207e-09	2.6319875461850298e-05
MONDO:0007145	aplasia cutis congenita (disease)	10	205	37	13307	2.529878488300183e-09	2.8114539640479935e-05
MONDO:0001256	arteriovenous hemangioma/malformation	10	205	37	13307	2.529878488300183e-09	2.8114539640479935e-05
MONDO:0016234	rare arteriovenous malformation	10	205	37	13307	2.529878488300183e-09	2.8114539640479935e-05
MONDO:0007601	familial Mediterranean fever, autosomal dominant	10	205	37	13307	2.529878488300183e-09	2.8114539640479935e-05
MONDO:0007711	Bencze syndrome	10	205	37	13307	2.529878488300183e-09	2.8114539640479935e-05
MONDO:0008451	distal hereditary motor neuropathy type 1	10	205	37	13307	2.529878488300183e-09	2.8114539640479935e-05
MONDO:0013360	brachyolmia, Maroteaux type	10	205	37	13307	2.529878488300183e-09	2.8114539640479935e-05
MONDO:0012204	familial pseudohyperkalemia	10	205	37	13307	2.529878488300183e-09	2.8114539640479935e-05
MONDO:0012757	lung fibrosis-immunodeficiency-46,XX gonadal dysgenesis syndrome	10	205	37	13307	2.529878488300183e-09	2.8114539640479935e-05
MONDO:0030912	intellectual disability, autosomal dominant 47	10	205	37	13307	2.529878488300183e-09	2.8114539640479935e-05
MONDO:0007480	dwarfism with stiff joints and ocular abnormalities	11	204	50	13294	2.57536366318608e-09	2.8620016388986905e-05
MONDO:0012411	giant axonal neuropathy 2	11	204	50	13294	2.57536366318608e-09	2.8620016388986905e-05
MONDO:0014159	autosomal recessive spinocerebellar ataxia 14	11	204	50	13294	2.57536366318608e-09	2.8620016388986905e-05
MONDO:0060659	neurodevelopmental disorder with poor language and loss of hand skills	11	204	50	13294	2.57536366318608e-09	2.8620016388986905e-05
MONDO:0007220	brachydactyly type B1	15	200	117	13227	2.5939418522258955e-09	2.8826475803786377e-05
MONDO:0019676	brachydactyly type B	15	200	117	13227	2.5939418522258955e-09	2.8826475803786377e-05
MONDO:0018677	visceral heterotaxy	15	200	117	13227	2.5939418522258955e-09	2.8826475803786377e-05
MONDO:0020284	heart position anomaly	15	200	117	13227	2.5939418522258955e-09	2.8826475803786377e-05
MONDO:0021634	epithelial skin neoplasm	9	206	26	13318	2.647196896617283e-09	2.9418299112107866e-05
MONDO:0007257	CANDF1	9	206	26	13318	2.647196896617283e-09	2.9418299112107866e-05
MONDO:0009692	primary myelofibrosis	9	206	26	13318	2.647196896617283e-09	2.9418299112107866e-05
MONDO:0010373	premature ovarian failure 2B	9	206	26	13318	2.647196896617283e-09	2.9418299112107866e-05
MONDO:0013264	amyotrophic lateral sclerosis type 12	9	206	26	13318	2.647196896617283e-09	2.9418299112107866e-05
MONDO:0013491	megalencephalic leukoencephalopathy with subcortical cysts 2B, remitting, with or without mental retardation	9	206	26	13318	2.647196896617283e-09	2.9418299112107866e-05
MONDO:0014505	epileptic encephalopathy, early infantile, 27	9	206	26	13318	2.647196896617283e-09	2.9418299112107866e-05
MONDO:0044300	familial adenomatous polyposis 4	9	206	26	13318	2.647196896617283e-09	2.9418299112107866e-05
MONDO:0007040	Sakati-Nyhan syndrome	13	202	81	13263	2.7104661117412705e-09	3.012140989978074e-05
MONDO:0008519	multiple synostoses syndrome 1	17	198	159	13185	2.754419721652963e-09	3.060986636672938e-05
MONDO:0008069	necrotizing encephalomyelopathy, subacute, of Leigh, adult	12	203	65	13279	2.7616710567500676e-09	3.06904504536635e-05
MONDO:0012812	epileptic encephalopathy, early infantile, 4	12	203	65	13279	2.7616710567500676e-09	3.06904504536635e-05
MONDO:0014335	diffuse cerebral and cerebellar atrophy-intractable seizures-progressive microcephaly syndrome	12	203	65	13279	2.7616710567500676e-09	3.06904504536635e-05
MONDO:0014800	progressive scapulohumeroperoneal distal myopathy	12	203	65	13279	2.7616710567500676e-09	3.06904504536635e-05
MONDO:0007441	dentinogenesis imperfecta type 2	8	207	17	13327	3.0099787171892705e-09	3.3449893484124365e-05
MONDO:0007633	Friedreich ataxia, so-called, with optic atrophy and sensorineural deafness	8	207	17	13327	3.0099787171892705e-09	3.3449893484124365e-05
MONDO:0008905	predisposition to invasive fungal disease due to CARD9 deficiency	8	207	17	13327	3.0099787171892705e-09	3.3449893484124365e-05
MONDO:0009126	duodenal atresia (disease)	8	207	17	13327	3.0099787171892705e-09	3.3449893484124365e-05
MONDO:0001045	intestinal atresia (disease)	8	207	17	13327	3.0099787171892705e-09	3.3449893484124365e-05
MONDO:0015209	non-syndromic gastroduodenal malformation	8	207	17	13327	3.0099787171892705e-09	3.3449893484124365e-05
MONDO:0011304	cerebral cavernous malformation 2	8	207	17	13327	3.0099787171892705e-09	3.3449893484124365e-05
MONDO:0011571	deafness, autosomal dominant 39, with dentinogenesis imperfecta 1	8	207	17	13327	3.0099787171892705e-09	3.3449893484124365e-05
MONDO:0012548	Kostmann syndrome	8	207	17	13327	3.0099787171892705e-09	3.3449893484124365e-05
MONDO:0013666	Stickler syndrome, type 5	8	207	17	13327	3.0099787171892705e-09	3.3449893484124365e-05
MONDO:0014499	intellectual disability, autosomal recessive 46	8	207	17	13327	3.0099787171892705e-09	3.3449893484124365e-05
MONDO:0005486	tooth agenesis	11	204	51	13293	3.0876958540072636e-09	3.431356402558272e-05
MONDO:0005155	cirrhosis of liver	11	204	51	13293	3.0876958540072636e-09	3.431356402558272e-05
MONDO:0002546	schwannoma	11	204	51	13293	3.0876958540072636e-09	3.431356402558272e-05
MONDO:0021637	low grade glioma	11	204	51	13293	3.0876958540072636e-09	3.431356402558272e-05
MONDO:0016749	tumor of cranial and spinal nerves	11	204	51	13293	3.0876958540072636e-09	3.431356402558272e-05
MONDO:0016752	benign peripheral nerve sheath tumor	11	204	51	13293	3.0876958540072636e-09	3.431356402558272e-05
MONDO:0002547	nerve sheath neoplasm	11	204	51	13293	3.0876958540072636e-09	3.431356402558272e-05
MONDO:0008075	neurofibromatosis type 3	11	204	51	13293	3.0876958540072636e-09	3.431356402558272e-05
MONDO:0013693	inflammatory skin and bowel disease, neonatal, 1	11	204	51	13293	3.0876958540072636e-09	3.431356402558272e-05
MONDO:0001898	optic choroid disease	13	202	82	13262	3.096723703007597e-09	3.4413890511523426e-05
MONDO:0010367	SHOX-related short stature	13	202	82	13262	3.096723703007597e-09	3.4413890511523426e-05
MONDO:0007992	microcornea-glaucoma-absent frontal sinuses syndrome	10	205	38	13306	3.151767634585544e-09	3.5025593723149154e-05
MONDO:0013091	glycogen storage disease IXc	10	205	38	13306	3.151767634585544e-09	3.5025593723149154e-05
MONDO:0010873	band heterotopia of brain	10	205	38	13306	3.151767634585544e-09	3.5025593723149154e-05
MONDO:0044701	childhood-onset motor and cognitive regression syndrome with extrapyramidal movement disorder	10	205	38	13306	3.151767634585544e-09	3.5025593723149154e-05
MONDO:0009075	Dandy-Walker malformation-postaxial polydactyly syndrome	15	200	119	13225	3.20159953329559e-09	3.557937561351389e-05
MONDO:0007055	acromicric dysplasia	14	201	100	13244	3.2160321322534086e-09	3.573976508573213e-05
MONDO:0010882	aphalangy-syndactyly-microcephaly syndrome	14	201	100	13244	3.2160321322534086e-09	3.573976508573213e-05
MONDO:0010878	hereditary spastic paraplegia 6	12	203	66	13278	3.218708189195057e-09	3.576950410652467e-05
MONDO:0044321	structural heart defects and renal anomalies syndrome	12	203	66	13278	3.218708189195057e-09	3.576950410652467e-05
MONDO:0015047	hypoplastic amelogenesis imperfecta	9	206	27	13317	3.4813987456528028e-09	3.8688784260439596e-05
MONDO:0000592	specific developmental disorder	9	206	27	13317	3.4813987456528028e-09	3.8688784260439596e-05
MONDO:0008685	Wolff-Parkinson-white syndrome (disease)	9	206	27	13317	3.4813987456528028e-09	3.8688784260439596e-05
MONDO:0009120	Marfanoid syndrome, de Silva type	9	206	27	13317	3.4813987456528028e-09	3.8688784260439596e-05
MONDO:0009377	hyperammonemia due to N-acetylglutamate synthase deficiency	9	206	27	13317	3.4813987456528028e-09	3.8688784260439596e-05
MONDO:0009445	ichthyosis-hepatosplenomegaly-cerebellar degeneration syndrome	9	206	27	13317	3.4813987456528028e-09	3.8688784260439596e-05
MONDO:0010603	hemophilia A with vascular abnormality	9	206	27	13317	3.4813987456528028e-09	3.8688784260439596e-05
MONDO:0010994	micromelic dwarfism, Fryns type	9	206	27	13317	3.4813987456528028e-09	3.8688784260439596e-05
MONDO:0011268	renal tubular acidosis, distal, autosomal recessive	9	206	27	13317	3.4813987456528028e-09	3.8688784260439596e-05
MONDO:0011752	nephronophthisis 4	9	206	27	13317	3.4813987456528028e-09	3.8688784260439596e-05
MONDO:0014409	intellectual disability, autosomal recessive 44	9	206	27	13317	3.4813987456528028e-09	3.8688784260439596e-05
MONDO:0001941	blindness (disorder)	13	202	83	13261	3.5321929209855623e-09	3.9253259930912554e-05
MONDO:0011766	46,XY gonadal dysgenesis-motor and sensory neuropathy syndrome	13	202	83	13261	3.5321929209855623e-09	3.9253259930912554e-05
MONDO:0009339	congenital bile acid synthesis defect 2	11	204	52	13292	3.6893206774160767e-09	4.0999420688124864e-05
MONDO:0009781	Onychotrichodysplasia and neutropenia	11	204	52	13292	3.6893206774160767e-09	4.0999420688124864e-05
MONDO:0012703	lissencephaly due to TUBA1A mutation	11	204	52	13292	3.6893206774160767e-09	4.0999420688124864e-05
MONDO:0010637	keratosis follicularis spinulosa decalvans, X-linked	12	203	67	13277	3.742769189864586e-09	4.159339400696514e-05
MONDO:0021018	autosomal dominant limb-girdle muscular dystrophy type 1D (DNAJB6)	12	203	67	13277	3.742769189864586e-09	4.159339400696514e-05
MONDO:0011968	autosomal recessive limb-girdle muscular dystrophy type 2D	12	203	67	13277	3.742769189864586e-09	4.159339400696514e-05
MONDO:0016141	qualitative or quantitative defects of alpha-sarcoglycan	12	203	67	13277	3.742769189864586e-09	4.159339400696514e-05
MONDO:0008583	inherited torticollis (disease)	7	208	10	13334	3.885889146372153e-09	4.3183886083633736e-05
MONDO:0010386	X-linked mendelian susceptibility to mycobacterial diseases due to IKBKG deficiency	7	208	10	13334	3.885889146372153e-09	4.3183886083633736e-05
MONDO:0011713	melanoma-pancreatic cancer syndrome	7	208	10	13334	3.885889146372153e-09	4.3183886083633736e-05
MONDO:0002697	ovarian gonadoblastoma (disease)	10	205	39	13305	3.905556351933382e-09	4.3402447739035676e-05
MONDO:0010768	gonadoblastoma	10	205	39	13305	3.905556351933382e-09	4.3402447739035676e-05
MONDO:0002478	mixed germ cell-sex cord-stromal tumor	10	205	39	13305	3.905556351933382e-09	4.3402447739035676e-05
MONDO:0013605	brittle cornea syndrome 2	10	205	39	13305	3.905556351933382e-09	4.3402447739035676e-05
MONDO:0020847	mental retardation, autosomal dominant 58	10	205	39	13305	3.905556351933382e-09	4.3402447739035676e-05
MONDO:0007309	Charcot-Marie-tooth disease type 1A	13	202	84	13260	4.0224048074491034e-09	4.470098462518189e-05
MONDO:0001083	Fanconi syndrome	13	202	84	13260	4.0224048074491034e-09	4.470098462518189e-05
MONDO:0007346	cochleosaccular degeneration-cataract syndrome	8	207	18	13326	4.288821516062932e-09	4.766167350800737e-05
MONDO:0008023	muscular atrophy-ataxia-retinitis pigmentosa-diabetes mellitus syndrome	8	207	18	13326	4.288821516062932e-09	4.766167350800737e-05
MONDO:0008911	cardiac lipidosis, familial	8	207	18	13326	4.288821516062932e-09	4.766167350800737e-05
MONDO:0010771	histiocytoid cardiomyopathy	8	207	18	13326	4.288821516062932e-09	4.766167350800737e-05
